chrom1,start1,end1,genes1,idx1,chrom2,start2,end2,genes2,idx2
chr2,63000000,63100000,OTX1,21,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,113200000,113300000,PAX8,24,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,118200000,118300000,THORLNC,25,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,118800000,118900000,"EN1,LINC01956",26,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,170300000,170400000,"MYO3B,AC012594.1",27,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,170800000,170900000,"GAD1,AC007405.2",28,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,172000000,172100000,"DLX1,DLX2",29,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30,chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31
chr2,27300000,27400000,GTF3C2,206,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,45000000,45100000,SIX2,20,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,63000000,63100000,OTX1,21,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,113200000,113300000,PAX8,24,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,118200000,118300000,THORLNC,25,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,118800000,118900000,"EN1,LINC01956",26,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,170300000,170400000,"MYO3B,AC012594.1",27,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,170800000,170900000,"GAD1,AC007405.2",28,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,172000000,172100000,"DLX1,DLX2",29,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31,chr2,199400000,199500000,"SATB2,SATB2-AS1",214
chr2,27300000,27400000,GTF3C2,206,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,45000000,45100000,SIX2,20,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,63000000,63100000,OTX1,21,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,113200000,113300000,PAX8,24,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,118200000,118300000,THORLNC,25,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,118800000,118900000,"EN1,LINC01956",26,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,170300000,170400000,"MYO3B,AC012594.1",27,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,170800000,170900000,"GAD1,AC007405.2",28,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,172000000,172100000,"DLX1,DLX2",29,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,199400000,199500000,"SATB2,SATB2-AS1",214,chr2,206200000,206300000,"ZDBF2,HMGN1P6",32
chr2,27300000,27400000,GTF3C2,206,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,45000000,45100000,SIX2,20,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,63000000,63100000,OTX1,21,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,113200000,113300000,PAX8,24,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,118200000,118300000,THORLNC,25,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,118800000,118900000,"EN1,LINC01956",26,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,170300000,170400000,"MYO3B,AC012594.1",27,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,170800000,170900000,"GAD1,AC007405.2",28,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,172000000,172100000,"DLX1,DLX2",29,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,199400000,199500000,"SATB2,SATB2-AS1",214,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,206200000,206300000,"ZDBF2,HMGN1P6",32,chr2,222200000,222300000,"PAX3,CCDC140",33
chr2,27300000,27400000,GTF3C2,206,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,44900000,45000000,"SIX3,SIX3-AS1,LINC01833",19,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,45000000,45100000,SIX2,20,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,63000000,63100000,OTX1,21,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,66500000,66600000,"MEIS1,LINC01798",22,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,70800000,70900000,"VAX2,LINC01143,RF02272",23,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,74400000,74500000,"INO80B,WBP1,MOGS",207,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,113200000,113300000,PAX8,24,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,118200000,118300000,THORLNC,25,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,118800000,118900000,"EN1,LINC01956",26,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,170300000,170400000,"MYO3B,AC012594.1",27,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,170800000,170900000,"GAD1,AC007405.2",28,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,172000000,172100000,"DLX1,DLX2",29,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,174300000,174400000,"SP9,LINC01305,AC018470.1",30,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,176000000,176100000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,176100000,176200000,"HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS",31,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,199400000,199500000,"SATB2,SATB2-AS1",214,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,206200000,206300000,"ZDBF2,HMGN1P6",32,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr2,222200000,222300000,"PAX3,CCDC140",33,chr2,236100000,236200000,"GBX2,AC019068.1",34
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,8800000,8900000,HMX1,45
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,13500000,13600000,"LINC01097,LINC01096",46
chr4,8800000,8900000,HMX1,45,chr4,13500000,13600000,"LINC01097,LINC01096",46
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,41700000,41800000,"PHOX2B,AC105389.1",47
chr4,8800000,8900000,HMX1,45,chr4,41700000,41800000,"PHOX2B,AC105389.1",47
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,41700000,41800000,"PHOX2B,AC105389.1",47
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,41800000,41900000,"LINC00682,AC108210.1",48
chr4,8800000,8900000,HMX1,45,chr4,41800000,41900000,"LINC00682,AC108210.1",48
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,41800000,41900000,"LINC00682,AC108210.1",48
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49
chr4,8800000,8900000,HMX1,45,chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49
chr4,41700000,41800000,"PHOX2B,AC105389.1",47,chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49
chr4,41800000,41900000,"LINC00682,AC108210.1",48,chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,84400000,84500000,NKX6-1,50
chr4,8800000,8900000,HMX1,45,chr4,84400000,84500000,NKX6-1,50
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,84400000,84500000,NKX6-1,50
chr4,41700000,41800000,"PHOX2B,AC105389.1",47,chr4,84400000,84500000,NKX6-1,50
chr4,41800000,41900000,"LINC00682,AC108210.1",48,chr4,84400000,84500000,NKX6-1,50
chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49,chr4,84400000,84500000,NKX6-1,50
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,108100000,108200000,"LEF1,LEF1-AS1",51
chr4,8800000,8900000,HMX1,45,chr4,108100000,108200000,"LEF1,LEF1-AS1",51
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,108100000,108200000,"LEF1,LEF1-AS1",51
chr4,41700000,41800000,"PHOX2B,AC105389.1",47,chr4,108100000,108200000,"LEF1,LEF1-AS1",51
chr4,41800000,41900000,"LINC00682,AC108210.1",48,chr4,108100000,108200000,"LEF1,LEF1-AS1",51
chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49,chr4,108100000,108200000,"LEF1,LEF1-AS1",51
chr4,84400000,84500000,NKX6-1,50,chr4,108100000,108200000,"LEF1,LEF1-AS1",51
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,110600000,110700000,"PITX2,PANCR",52
chr4,8800000,8900000,HMX1,45,chr4,110600000,110700000,"PITX2,PANCR",52
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,110600000,110700000,"PITX2,PANCR",52
chr4,41700000,41800000,"PHOX2B,AC105389.1",47,chr4,110600000,110700000,"PITX2,PANCR",52
chr4,41800000,41900000,"LINC00682,AC108210.1",48,chr4,110600000,110700000,"PITX2,PANCR",52
chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49,chr4,110600000,110700000,"PITX2,PANCR",52
chr4,84400000,84500000,NKX6-1,50,chr4,110600000,110700000,"PITX2,PANCR",52
chr4,108100000,108200000,"LEF1,LEF1-AS1",51,chr4,110600000,110700000,"PITX2,PANCR",52
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,111600000,111700000,AC083795.2,53
chr4,8800000,8900000,HMX1,45,chr4,111600000,111700000,AC083795.2,53
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,111600000,111700000,AC083795.2,53
chr4,41700000,41800000,"PHOX2B,AC105389.1",47,chr4,111600000,111700000,AC083795.2,53
chr4,41800000,41900000,"LINC00682,AC108210.1",48,chr4,111600000,111700000,AC083795.2,53
chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49,chr4,111600000,111700000,AC083795.2,53
chr4,84400000,84500000,NKX6-1,50,chr4,111600000,111700000,AC083795.2,53
chr4,108100000,108200000,"LEF1,LEF1-AS1",51,chr4,111600000,111700000,AC083795.2,53
chr4,110600000,110700000,"PITX2,PANCR",52,chr4,111600000,111700000,AC083795.2,53
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,112500000,112600000,"NEUROG2,AC023886.1",54
chr4,8800000,8900000,HMX1,45,chr4,112500000,112600000,"NEUROG2,AC023886.1",54
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,112500000,112600000,"NEUROG2,AC023886.1",54
chr4,41700000,41800000,"PHOX2B,AC105389.1",47,chr4,112500000,112600000,"NEUROG2,AC023886.1",54
chr4,41800000,41900000,"LINC00682,AC108210.1",48,chr4,112500000,112600000,"NEUROG2,AC023886.1",54
chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49,chr4,112500000,112600000,"NEUROG2,AC023886.1",54
chr4,84400000,84500000,NKX6-1,50,chr4,112500000,112600000,"NEUROG2,AC023886.1",54
chr4,108100000,108200000,"LEF1,LEF1-AS1",51,chr4,112500000,112600000,"NEUROG2,AC023886.1",54
chr4,110600000,110700000,"PITX2,PANCR",52,chr4,112500000,112600000,"NEUROG2,AC023886.1",54
chr4,111600000,111700000,AC083795.2,53,chr4,112500000,112600000,"NEUROG2,AC023886.1",54
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,146600000,146700000,POU4F2,55
chr4,8800000,8900000,HMX1,45,chr4,146600000,146700000,POU4F2,55
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,146600000,146700000,POU4F2,55
chr4,41700000,41800000,"PHOX2B,AC105389.1",47,chr4,146600000,146700000,POU4F2,55
chr4,41800000,41900000,"LINC00682,AC108210.1",48,chr4,146600000,146700000,POU4F2,55
chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49,chr4,146600000,146700000,POU4F2,55
chr4,84400000,84500000,NKX6-1,50,chr4,146600000,146700000,POU4F2,55
chr4,108100000,108200000,"LEF1,LEF1-AS1",51,chr4,146600000,146700000,POU4F2,55
chr4,110600000,110700000,"PITX2,PANCR",52,chr4,146600000,146700000,POU4F2,55
chr4,111600000,111700000,AC083795.2,53,chr4,146600000,146700000,POU4F2,55
chr4,112500000,112600000,"NEUROG2,AC023886.1",54,chr4,146600000,146700000,POU4F2,55
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,8800000,8900000,HMX1,45,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,41700000,41800000,"PHOX2B,AC105389.1",47,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,41800000,41900000,"LINC00682,AC108210.1",48,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,84400000,84500000,NKX6-1,50,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,108100000,108200000,"LEF1,LEF1-AS1",51,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,110600000,110700000,"PITX2,PANCR",52,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,111600000,111700000,AC083795.2,53,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,112500000,112600000,"NEUROG2,AC023886.1",54,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,146600000,146700000,POU4F2,55,chr4,173500000,173600000,"HAND2,HAND2-AS1",56
chr4,4800000,4900000,"MSX1,LINC01396",44,chr4,174200000,174300000,LINC02268,57
chr4,8800000,8900000,HMX1,45,chr4,174200000,174300000,LINC02268,57
chr4,13500000,13600000,"LINC01097,LINC01096",46,chr4,174200000,174300000,LINC02268,57
chr4,41700000,41800000,"PHOX2B,AC105389.1",47,chr4,174200000,174300000,LINC02268,57
chr4,41800000,41900000,"LINC00682,AC108210.1",48,chr4,174200000,174300000,LINC02268,57
chr4,54000000,54100000,"GSX2,MORF4L2P1,AC058822.1",49,chr4,174200000,174300000,LINC02268,57
chr4,84400000,84500000,NKX6-1,50,chr4,174200000,174300000,LINC02268,57
chr4,108100000,108200000,"LEF1,LEF1-AS1",51,chr4,174200000,174300000,LINC02268,57
chr4,110600000,110700000,"PITX2,PANCR",52,chr4,174200000,174300000,LINC02268,57
chr4,111600000,111700000,AC083795.2,53,chr4,174200000,174300000,LINC02268,57
chr4,112500000,112600000,"NEUROG2,AC023886.1",54,chr4,174200000,174300000,LINC02268,57
chr4,146600000,146700000,POU4F2,55,chr4,174200000,174300000,LINC02268,57
chr4,173500000,173600000,"HAND2,HAND2-AS1",56,chr4,174200000,174300000,LINC02268,57
chr7,1200000,1300000,UNCX,90,chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91
chr7,1200000,1300000,UNCX,90,chr7,20700000,20800000,SP8,92
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,20700000,20800000,SP8,92
chr7,1200000,1300000,UNCX,90,chr7,23400000,23500000,IGF2BP3,93
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,23400000,23500000,IGF2BP3,93
chr7,20700000,20800000,SP8,92,chr7,23400000,23500000,IGF2BP3,93
chr7,1200000,1300000,UNCX,90,chr7,25800000,25900000,,94
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,25800000,25900000,,94
chr7,20700000,20800000,SP8,92,chr7,25800000,25900000,,94
chr7,23400000,23500000,IGF2BP3,93,chr7,25800000,25900000,,94
chr7,1200000,1300000,UNCX,90,chr7,25900000,26000000,MIR148A,95
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,25900000,26000000,MIR148A,95
chr7,20700000,20800000,SP8,92,chr7,25900000,26000000,MIR148A,95
chr7,23400000,23500000,IGF2BP3,93,chr7,25900000,26000000,MIR148A,95
chr7,1200000,1300000,UNCX,90,chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,20700000,20800000,SP8,92,chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,23400000,23500000,IGF2BP3,93,chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,25800000,25900000,,94,chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,25900000,26000000,MIR148A,95,chr7,27000000,27100000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,1200000,1300000,UNCX,90,chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,19100000,19200000,"TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3",91,chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,20700000,20800000,SP8,92,chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,23400000,23500000,IGF2BP3,93,chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,25800000,25900000,,94,chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,25900000,26000000,MIR148A,95,chr7,27100000,27200000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
chr7,1200000,1300000,UNCX,90,chr7,27200000,27300000,"HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043",96
